pl_name,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,st_lum,hab
Kepler-1790 b,3.1446145,10,1.77,682,0.20989,0,5866,1.02,1.367,0.38334,0
Kepler-497 b,6.04,30.4,0.758,1210,0.0457,0,5834,1.09,1.11,0.25216,0
Kepler-179 c,2,4.66,3.2,810,0.064,0,5302,0.893,0.759,-0.27765,0
Kepler-334 c,1.43,2.63,4.94,822,0.107,0,5828,1.022,1.068,0.05556,0
HD 215152 e,1.51,2.877,4.59,,0.15417,0,4935,0.77,0.73,-0.52254,0
Kepler-1451 b,3.35,11.2,1.64,523,0.2101,0,5782,1,0.99,-0.11938,0
Kepler-444 d,0.53,0.2,7.9,783,0.06,0.18,5046,0.758,0.752,-0.42455,0
DMPP-1 d,1.65,3.35,4.1,1632,0.0422,0.07,6196,1.21,1.26,0.31955,0
Kepler-605 b,1.44,2.67,4.91,1133,0.04244,0,5462,0.91,0.88,-0.24849,0
MOA-2008-BLG-379L b,13,1300,3.25,,2.7,,,0.56,,,0
GJ 514 b,2.13,5.2,2.96,202,0.422,0.45,3728,0.51,0.5,-1.36653,0
Kepler-1478 b,1.73,3.64,3.86,598,0.1681,0,5904,1.04,1.06,0.30415,0
HD 95735 c,3.76,13.6,1.41,,2.94,0.132,3719,0.3899,0.3685,-1.70997,0
TOI-782 b,2.734,19.1,7.99,435,0.0578,0.19,3370,0.397,0.413,-1.70246,0
HD 220074 b,12.2,5288.6912,16,,1.6,0.14,3787,2.2,54.92,2.89354,0
GJ 806 c,2.28,5.8,2.69,490,0.0523,,3600,0.413,0.4144,-1.58528,0
HD 133131 A c,14.3,133.4886,0.251,,4.49,0.49,5799,0.95,0.955014,-0.01658,0
Kepler-582 b,3.68,13.1,1.44,603,0.1254,0,5564,0.93,0.91,-0.41418,0
HD 50499 c,13.2,931.2419,2.22,,9.02,0,6099,1.31,1.42,0.37632,0
HR 2562 b,12.44199,4195.334972,12,1255,27,,6597,1.368,1.334,0.53147,0
LP 890-9 b,1.32,13.2,,396,0.01875,,2850,0.118,0.1556,-2.84134,0
Kepler-206 c,1.77,3.78,3.75,825,0.111,0,5764,0.957,1.185,0.08357,0
Kepler-1039 b,1.46,2.73,4.82,2080,0.01714,0,4870,0.79,0.74,-0.64925,0
Kepler-255 c,2.99,9.22,1.9,807,0.092,0,5573,0.867,0.933,-0.18311,0
GJ 667 C f,1.45,2.7,4.87,,0.156,0.03,3350,0.33,,-1.863,0
HD 51608 c,3.87,14.31,1.36,,0.3809,0.14,5358,0.8,0.916136,-0.24413,0
Kepler-1840 b,2.77771129,8.13,2.08,284,0.46206,0,4898,0.774,0.803,-0.58706,0
MOA-2013-BLG-605L b,1.62,3.24,4.19,,0.93,,,0.024,,,0
HD 79498 b,13.6,425.8922,0.93,,2.98,0.575,5748,1.08,1.05,0.03,0
CoRoT-21 b,14.5717,718.2958,1.36,,0.0417,0,6200,1.29,1.95,0.705,0
TOI-1420 b,11.89,25.1,0.082,957,0.071,0.17,5510,0.987,0.923,-0.15181,0
TOI-1266 c,1.98,3.17,2.25,346,0.105,0.071,3563,0.437,0.4232,-1.58021,0
Kepler-600 b,2.9,8.75,1.97,528,0.1536,0,5279,0.84,0.81,-0.33922,0
HD 99492 c,4.42,17.9,1.14,,,0.063,4929,0.85,0.822539,-0.4749,0
KOI-3503 b,1.19,9.2,10,785,0.14247,0,6001,0.858,1.255,0.30005,0
Kepler-22 b,2.1,9.1,5.2,279,0.812,0.72,5596,0.857,0.869,-0.19024,0
Kepler-1358 b,1.12,1.46,5.71,827,0.0656,0,5181,0.82,0.79,-0.41347,0
GJ 2126 b,13.6,413.1769291,0.903,,0.71,0.85,4159,0.65,0.728,-0.84527,0
K2-148 b,1.33,2.33,5.44,,0.0454,,4079,0.65,0.632,-0.99568,0
Kepler-61 b,2.15,5.27,2.91,273,0.24861,0.25,4017,0.635,0.62,-0.97062,0
TOI-1691 b,3.66,14.6,1.76,703.49,0.129365,0,5759,1.03,1,-0.03058,0
Kepler-445 b,1.58,3.12,4.35,401,0.0217,0,3157,0.18,0.21,-2.09994,0
HD 191939 g,3.74,13.5,1.42,278,0.812,0.03,5348,0.81,0.94,-0.18709,0
HD 191939 d,2.995,2.8,0.57,540,0.2132,0.031,5348,0.81,0.94,-0.18709,0
HIP 97166 b,2.4801338,19.1,6.86,701.66,0.091,0.29,5216,0.9342,0.8418,-0.32514,0
HD 93963 A b,1.46954368,2.8,4.81,1842.23,0.02061,0,5908,1.0844,1.0311,0.06781,0
HD 207897 b,2.34302132,14.8,6.29,581.75,0.117,0,5106,0.8208,0.7827,-0.42136,0
TOI-4961 b,12.34108775,572.0911326,1.67,919,0.0726,0.182,5380,0.912,0.912,-0.20135,0
TOI-5322 b,16.6117094,184.0226477,0.22,1350,0.0604,0.055,5692,0.998,1.462,0.3075,0
TOI-5592 b,17.14974047,285.7277379,0.22,1789,0.03935,0.062,6237,1.194,1.393,0.4216,0
K2-253 b,12.67,,,1238,0.0506,,6027,1.08,1.1,-0.07738,0
EPIC 206024342 c,1.4,2.54,5.09,,,,5724,0.928,1.1,-0.16992,0
K2-148 c,1.73,3.64,3.86,,0.0616,,4079,0.65,0.632,-0.99568,0
HD 87816 b,12.7,2142.163463,5.75,,1.618,0.78,4989,2.41,9,1.65514,0
Kepler-850 b,1.78,3.82,3.72,995,0.0744,0,5932,1.06,1.09,0.17325,0
Kepler-1004 b,6.28,32.5,0.721,1661,0.06791,0,4972,1.11,3.39,0.71341,0
HD 102272 b,12.9,1570.0802,4.02,,0.51,0.05,4790,1.45,10.3,1.66167,0
Kepler-747 b,5.27,24.1,0.905,456,0.1916,0,5096,0.82,0.78,-0.432,0
Kepler-25 b,2.748,8.7,2.32,1185,0.0695,0.0029,6354,1.165,1.316,0.4216,0
HAT-P-32 b,22.19382,216.1244,0.108,1835.7,0.03397,0.159,6001,1.132,1.367,0.33806,0
Kepler-411 d,3.319,15.2,2.3,410,0.279,0.128,4974,0.87,0.82,-0.57899,0
Kepler-82 f,4.84,20.9,1.01,,0.3395,0.0014,5401,0.91,0.898,-0.18507,0
TOI-2202 c,13.4,117.2786822,0.268,,0.15544,0.0622,5144,0.823,0.794,-0.40121,0
GJ 273 c,1.06,1.18,5.44,,0.036467,0.17,3382,0.29,0.293,-2.05552,0
TOI-2589 b,12.10569916,1112.399425,3.45,592,0.3,0.522,5579,0.93,1.07,-0.00436,0
K2-14 b,4.81,20.7,1.02,488,0.0627,0.14,3789,0.47,0.45,-0.96847,0
CoRoT-14 b,12.22,2415.4,7.3,1952,0.027,0,6035,1.13,1.21,0.11884,0
KMT-2019-BLG-1339L b,13.7,397,0.848,,2.15,,,0.48,,,0
K2-172 c,3.20569097,10.4,1.73,,,,5569,0.934356,0.868889,-0.20215,0
Kepler-1961 b,1.6187808,3.25,4.21,866,0.0588,0,5401,0.871,0.777,-0.27557,0
HD 184010 b,12.1,98.52680617,0.306,,0.94,0,4971,1.35,4.86,1.11694,0
Kepler-638 b,1.83,4.01,3.6,1111,0.06695,0,5382,0.88,0.93,0.53162,0
nu Oct A b,13.3,696.0442113,1.63,,1.24,0.195,4910,1.57,5.04,1.12057,0
TOI-3023 b,16.43236571,197.0536123,0.245,1596,0.0505,0,5760,1.12,1.668,0.44404,0
Kepler-1598 b,0.95,0.809,5.18,1236,0.05207,0,5940,1.07,1.09,-0.03931,0
Kepler-1209 b,1.51,2.89,4.61,755,0.17515,0,6210,1.23,1.38,0.34256,0
EPIC 201238110 b,1.87,4.16,3.5,,,,3587,0.41,0.374,-1.50834,0
PSR J2322-2650 b,13.9,252.643067,1.84,,0.0102,0.0017,,1.4,,,0
Kepler-1802 b,1.671,3.43,4.04,581,0.0662,0,4245,0.649,0.637,-0.925,0
Kepler-330 b,1.35,2.39,5.34,714,0.075,0,5117,0.848,0.722,-0.44191,0
Kepler-457 d,2.98467257,9.19,1.9,1008,0.0996,0,6474,1.148,1.242,0.2987,0
Kepler-1420 b,1.28,2.18,5.71,806,0.0671,0,5187,0.82,0.79,-0.23199,0
TOI-904 b,2.426,6.46,2.49,429.43,0.056,,3770.2,0.557,0.527,-1.29243,0
EPIC 206032309 b,1.01,1.01,5.39,,,,3489,0.221,0.37344,-1.73006,0
K2-414 b,1.219,1.98,6.01,,0.0487,,4343,0.814,0.732,-0.70538,0
Kepler-1650 b,0.96,0.84,5.22,602,0.0167,0.01,3410,0.326,0.334,-1.871,0
K2-50 b,1.59,3.15,4.31,,0.0705,,4326,0.611,0.546,-0.87356,0
Kepler-377 b,1.39,2.51,5.14,875,0.109,0,5949,1.043,1.224,0.21756,0
K2-87 b,7.6,44.9,0.562,979,0.094,,5747,1.164,1.401,-0.09769,0
Kepler-1948 b,1.03283226,1.09,5.44,399,0.1022,0,3872,0.585,0.557,-0.8617,0
KMT-2021-BLG-2478L b,13.9,286.0455663,0.585,,1.85,,,0.2,,,0
Kepler-391 c,3.54,12.3,1.52,1015,0.161,0,4940,1.334,3.569,0.62348,0
TOI-2018 b,2.268,9.2,4.33,576.34,,0,4174,0.57,0.62,-1,0
Kepler-82 b,4.07,12.15,0.98,562,0.1683,0.0033,5401,0.91,0.898,-0.18507,0
TOI-1246 c,2.45109846,9.1,3.39,862.49,0.061,0,5213,0.8889,0.8649,-0.30103,0
Kepler-202 c,1.85,4.08,3.54,505,0.113,0,4668,0.683,0.667,-0.63817,0
KMT-2019-BLG-1715L b,13.2,813.6407219,1.94,,3.32,,,0.61,,,0
Kepler-1755 b,5.91688317,29.4,0.78,631,0.1668,0,6086,1.003,0.921,0.27353,0
HS Psc b,13.6,464.0294742,1.01,,0.0435,0.27,4203,0.69,0.65,-0.91364,0
K2-278 b,2.98,9.17,1.9,1711,0.0488,,6747,1.4,1.61,0.39867,0
Kepler-411 c,4.421,26.4,1.7,838,0.0739,0.108,4974,0.87,0.82,-0.57899,0
Kepler-411 e,3.28,10.8,1.68,503,0.186,0.016,4974,0.87,0.82,-0.57899,0
Kepler-375 c,2.65,7.51,2.22,720,0.141,0,5826,0.891,0.837,-0.16278,0
Kepler-552 b,3.95,14.8,1.32,1103,0.0612,0,5863,1.03,1.04,0.06292,0
K2-353 b,5.55,26.3,0.845,735,,,5698,0.87,0.99,-0.07632,0
HD 208527 b,12.5,3146.4,8.85,,2.1,0.08,4035,1.6,51.1,2.86322,0
BD+60 1417 b,14.68376472,4767.426105,8.27,1303,1662,,4993,1,0.797,0.35595,0
Kepler-1833 b,1.30027362,2.24,5.6,1177,0.07545,0,6164,1.286,1.446,0.4374,0
Lupus-TR-3 b,9.976,257.431,1.4,,0.0464,0,5000,0.87,0.82,-1.46393,0
Kepler-800 b,2.85,8.5,2.02,675,0.1106,0,5315,0.85,0.82,-0.35798,0
Kepler-1713 b,1.71673535,3.59,3.9,900,0.14185,0,6477,1.3,1.459,0.48598,0
HD 25015 b,12.5,2884.92845,8.12,,6.248,0.341,5160,0.86,0.83,-0.38416,0
Kepler-1305 b,1.88,4.19,3.47,733,0.1109,0,5701,0.97,0.96,0.08368,0
TOI-1272 c,4.95,21.7,0.983,697,0.079,0.12,5065,0.8772,0.7934,-0.42597,0
Kepler-1313 b,1.76,3.75,3.78,1012,0.04619,0,5453,0.92,0.85,-0.3248,0
Kepler-1163 b,1.03,1.08,5.43,1211,0.06868,0,6302,1.22,1.35,0.39636,0
Kepler-1890 b,0.86867375,0.587,4.92,1328,0.05712,0,6046,1.024,1.396,0.26655,0
Kepler-112 b,2.36,6.17,2.58,809,0.076,0,5544,0.782,0.841,-0.08612,0
Kepler-581 b,2.63,7.41,2.24,521,0.2259,0,5772,1,1,-0.16946,0
HD 147873 b,12.8,1633.6462,4.28,,0.522,0.207,5972,1.38,2.29,0.77743,0
Kepler-1714 b,3.26437302,10.7,1.69,1211,0.10549,0,6150,1.448,2.086,0.76008,0
TOI-1266 b,2.52,4.46,1.54,415,0.073,0.039,3563,0.437,0.4232,-1.58021,0
TOI-470 b,4.34,17.4,1.17,660,0.119,,5190,0.87,0.831,-0.35799,0
Kepler-1484 b,2.11,5.1,2.98,624,0.1939,0,5730,0.94,0.92,0.79551,0
Kepler-354 b,1.84,4.04,3.56,741,0.054,0,4648,0.652,0.674,-0.71394,0
Kepler-616 d,2.653,7.52,2.21,499,0.2749,0,6004,1.061,0.977,-0.11149,0
Kepler-271 c,0.95,0.809,5.18,850,0.06993,0,5555,0.9,0.87,-0.25319,0
MOA-2020-BLG-135L b,3.37,11.3,1.62,,1.11,,,0.23,,,0
EPIC 201427007 b,1.5,2.86,4.66,,,,5633,0.93,0.94,-0.04875,0
Kepler-740 b,4.57,18.9,1.09,1131,0.0462,0,5438,0.91,0.87,-0.12268,0
KELT-6 b,14.5717,165.2716,0.311,1313,0.07939,0.22,6102,1.42,1.73,0.493,0
HD 72659 c,12.1,5977.081022,18.5,,13.959,0.091,5932,1.09,1.46,0.37397,0
Kepler-1592 b,1.54,2.99,4.5,1202,0.04,0,6213,1.18,1.28,0.50716,0
Kepler-305 b,3.6,10.5,1.24,836,0.05746,0.005,5080,0.76,0.8,-0.42318,0
KMT-2016-BLG-0212L b,12.2,5700,17.2,,2.2,,,0.48,,,0
Kepler-123 c,1.48,2.79,4.73,706,0.181,0,6089,1.079,1.264,0.40952,0
LTT 3780 b,1.325,2.46,5.8,903,0.01195,0,3358,0.381,0.38,-1.78252,0
K2-247 b,2.12,5.14,2.96,979,0.0304,,4667,0.74,0.69,-0.88154,0
Gl 410 b,2.83,8.4,2.04,,0.0531,,3842,0.55,0.543,-1.239,0
KOI-1843.03,0.61,8,,1654,0.005,,3584,0.46,0.45,-1.35426,0
K2-276 b,3.77,13.7,1.4,583,0.1291,,5139,0.82,0.85,-0.40538,0
K2-138 d,2.39,7.92,3.1,888,0.05893,0.043,5356.3,0.935,0.863,-0.28654,0
Kepler-848 b,1.7,3.53,3.95,1086,0.07586,0,5695,1.01,1.2,0.59369,0
WASP-132 b,10.09929161,136.0305582,0.73,682,0.0674,0.0163,4686,0.789,0.758,-0.57512,0
HD 64114 b,4.41,17.8,1.14,,0.246,0.12,5676,0.95,0.882858,-0.13735,0
Kepler-750 c,1.62,3.26,4.21,1537,0.05009,0,6160,1.15,1.23,0.34371,0
Kepler-278 c,3.59,12.6,1.5,702,0.294,0.51,4991,1.414,2.935,0.61972,0
GJ 180 d,2.66,7.56,2.21,,0.309,0.14,3371,0.43,0.413049,-1.88606,0
OGLE-2015-BLG-1670L b,4.42,17.9,1.14,,2.62,,,0.55,,,0
KMT-2019-BLG-0414L b,12.9,1452.47582,3.72,,1.16,,,0.74,,,0
Kepler-1570 b,1.07,1.24,5.56,836,0.16699,0,5550,0.92,0.89,0.41425,0
Kepler-164 e,4.24,16.7,1.2,429,0.4025,0,5888,0.966,1.097,0.11291,0
Kepler-58 e,1.61,597.796,131,1212,0.0533,0,6100,1.017,1.083,-0.00422,0
HD 12235 c,12.5,3135.695063,8.82,,22.21,0.174,5986,1.1,1.80185,0.57468,0
Kepler-224 e,1.97,4.54,3.26,517,0.124,0,5018,0.777,0.676,-0.51445,0
Kepler-1487 c,7.97,48.7,0.529,991,0.2588,0,5745,1.801,3.955,0.55664,0
TIC 88785435 b,5.03,22.3,0.963,635,0.08432,0.131,3998,0.724,0.911,-0.69596,0
Kepler-953 b,4.21,16.5,1.22,410,0.392,0,5416,0.95,0.99,-0.119,0
Kepler-1579 b,0.84,0.52,4.82,1139,0.014,0,4584,0.75,0.7,-0.94024,0
OGLE-2019-BLG-0468L c,12.5,3248.20632,9.14,,2.77,,,0.92,,,0
HD 221420 b,12,6992.224954,22.2,,10.1,0.12,5847,1.34,1.947,0.60293,0
Kepler-1590 b,1.14,1.55,5.75,1020,0.07116,0,6053,1.11,1.16,0.06336,0
HD 24040 b,13,1226.8238,3.07,,4.92,0.04,5802,1.11,1.3,0.27569,0
HD 28192 b,12.2,99.7981198,0.302,,0.118,0.104,5919.87,1.08,1.07094,0.10347,0
MOA-2016-BLG-227L b,13.2,890,2.13,,1.39,,,0.29,,,0
HD 160691 c,,1398.444991,,,4.17,0.0985,5773,1.13,1.33,0.27848,0
TOI-1899 b,11.09689089,212.9450327,0.85,378,0.1525,0.044,3926,0.632,0.607,-1.05685,0
K2-400 b,1.163,1.67,5.83,,,,3578,0.374,0.382,-1.74791,0
HD 159243 b,13.7,359.13,0.767,,0.11,0.02,6123,1.125,1.12,0.114,0
Kepler-1360 b,3.4,11.5,1.61,933,0.2866,0,6778,1.51,1.83,0.92337,0
Kepler-1668 b,4.34764405,17.4,1.16,721,0.124,0,5542,0.98,1.01738,-0.05567,0
GJ 317 b,13.3,794.5,1.86,,1.138,0.0826,3496,0.402,0.403,-1.68663,0
WASP-39 b,14.336311,89.31023,0.167,1166,0.04828,0,5485,0.913,0.939,-0.12792,0
XO-3 b,15.80469,2316.9807,8.09,1729,0.0476,0.29,6429,0.58,1.54,0.70613,0
WASP-69 b,11.21,82.58,0.291,971,0.0453,0,4792,0.83,0.801,-0.48149,0
Proxima Cen b,1.02,1.055,5.46,218,0.04848,0,2900,0.1221,0.141,-2.82102,0
K2-233 b,1.315,2.4,5.7,1127,0.03293,0,4796,0.79,0.71,-0.52288,0
K2-233 c,1.272,4.6,12.4,794,0.0664,0,4796,0.79,0.71,-0.52288,0
K2-233 d,2.363,10.3,4.3,525,0.1516,0.18,4796,0.79,0.71,-0.52288,0
Wolf 503 b,2.043,6.27,4.03,789,0.05712,0.409,4716,0.688,0.689,-0.67572,0
GJ 317 c,13.6,454.494622,0.993,,5.04,0.217,3496,0.402,0.403,-1.68663,0
WASP-163 b,13.473218,594.3421,1.42,1638,0.0266,,5500,0.97,1.015,-0.07572,0
WASP-185 b,14.01125,311.4734,0.66,1160,0.0904,0.24,5900,1.12,1.5,0.41219,0
GJ 3512 b,14.3,146.5188956,0.275,,0.3376,0.4279,3141,0.123,0.139,-2.8041,0
NGTS-11 b,9.157753,109.33352,0.78,435,0.201,0.13,5050,0.862,0.832,-0.39518,0
TOI-237 b,1.44,2.67,4.91,388,0.0341,0,3212,0.179,0.211,-2.38722,0
TOI-942 b,3.89,16,,1120,0.04866,0.34,4969,0.822,0.894,-0.35853,0
TOI-942 c,4.67,794.575,,,0.08598,0.32,4969,0.822,0.894,-0.35853,0
TOI-1444 b,1.41792246,3.58,6.84,2130.02,0.0116,0,5460,0.9513,0.9105,-0.17587,0
TOI-1685 b,1.468,3.03,5.3,1062,0.01138,0,3575,0.454,0.4555,-1.51542,0
Gaia-1 b,13.77583728,533.9517238,1.12,1159.07,0.04047,,5470,0.949,0.952,-0.1588,0
Gaia-2 b,14.81827249,259.6658085,0.439,1213.23,0.0467,,5720,1,1.064,0.0574,0
GJ 3512 c,14.3,143.9762684,0.271,,1.731,0.089,3141,0.123,0.139,-2.8041,0
HD 15906 b,2.24,5.65,2.76,668,0.09,0.11,4757,0.79,0.762,-0.56864,0
TOI-880 c,4.95,21.7,0.983,805,0.0635,,5050,0.87,0.83,-0.44771,0
TOI-880.02,2.19,5.43,2.84,1085,0.0349,,5050,0.87,0.83,-0.44771,0
TOI-1346 c,2.23,5.6,2.77,928,,,5099,0.82,0.78,-0.47288,0
TOI-1346 b,2.39,6.3,2.54,1324,,,5099,0.82,0.78,-0.47288,0
TOI-1716.01,3.143,10,1.77,959,0.080496,,5879,1.07,1.24,0.21525,0
TOI-2719 b,5.98,29.9,0.768,1710,,,5762,1.02,1.69,0.43619,0
TOI-4155 b,3.21,10.4,1.73,1255,,,5724,1.16,0.95,0.0658,0
TOI-6000 b,0.94,0.779,5.15,1120,,,3419,0.37,0.38,-1.75585,0
Proxima Cen d,0.692,0.26,4.31,282,0.02881,0,2900,0.1221,0.141,-2.82102,0
GJ 463 b,13.1,1080.616584,2.64,,3.53,0.146,3563,0.486,0.483,-1.52293,0
TOI-6324 b,1.059,1.17,5.41,1216,,0,3247,0.269,0.293,-1.99802,0
HD 15906 c,2.93,8.91,1.95,532,0.141,0.04,4757,0.79,0.762,-0.56864,0
HIP 66074 b,12.9,1589.142035,4.07,,0.799,0.948,4300,0.705,0.69,-0.81816,0
Gaia-4 b,12.4,3750.375203,10.8,,,0.338,4034,0.644,0.624,-0.99957,0
Gaia-5 b,12.1,6633.078854,20.6,,,0.6423,3447,0.339,0.345,-1.82594,0
GJ 9773 b,14.2,172.580825,0.331,,2.921,0.218,3528,0.358,0.362,-1.73666,0
MOA-2022-BLG-033L b,3.52,12.15,1.53,,2.15,,,0.51,,,0
KMT-2023-BLG-0119L b,11,83.7,0.346,,3.14,,,0.71,,,0
KMT-2023-BLG-1896L b,4.19,16.35,1.22,,2.86,,,0.72,,,0
K2-31 b,11.88154,563.83042,1.85,1603.98,0.022,0,5280,0.91,0.78,-0.11028,0
K2-127 b,8.37,52.9,0.496,809,0.0411,0.12,4575,0.72,0.66,-0.25445,0
K2-199 b,1.73,6.9,7.2,913,0.0382,0.02,4491,0.711,0.682,-0.73283,0
K2-199 c,2.85,12.4,2.9,694,0.0662,0.03,4491,0.711,0.682,-0.73283,0
WASP-85 A b,13.89916,402.05495,0.88,1452,0.039,0,6112,1.09,0.935,-0.07144,0
Kepler-1985 b,2.27,5.77,2.71,1129,0.0426,0,5370,0.877,0.966,-0.155,0
Kepler-830 b,1.7,3.53,3.95,907,0.1033,0,6037,1.07,1.11,0.169,0
TYC 3667-1280-1 b,12.8,1716.282,4.5,1350,0.21,0.036,5130,1.87,6.26,1.38,0
Kepler-724 b,3.29,10.8,1.67,1155,0.0433,0,5437,0.9,0.86,-0.22344,0
HD 164509 b,14.3,140.79869,0.265,,0.87,0.238,5859,1.12,1.11,0.12,0
TOI-2266 b,1.54,2.99,4.5,550,0.02,,3200,0.23,0.24,-2.16716,0
Kepler-1177 b,1.9,4.27,3.42,377,0.4301,0,5712,0.98,0.97,0.34212,0
HD 332231 b,9.07303305,74.1,0.55,798.3,0.145,0,6128,1.1642,1.266,0.30792,0
Kepler-399 b,0.96,0.84,5.22,773,0.103,0,5502,0.902,0.68,-0.418,0
OGLE-2018-BLG-0740L b,12.9,1500,3.84,,5,0,5912,1,,,0
HD 112300 b,12.2,5031.223683,15.2,,1.33,0.36,3657,1.4,65.8,2.70121,0
Kepler-462 c,4,6,0.4,453,0.7584,0.11,7500,1.59,1.57,0.92588,0
Kepler-462 b,3,53.9,9.3,611,0.4172,0.042,7500,1.59,1.57,0.92588,0
HIP 67851 c,12.7,2204.775659,5.91,,4.55,0.3,4840,1.28,5.45,1.16673,0
Kepler-1106 b,1.65,3.36,4.11,2199,0.0239,0,6104,1.11,1.17,0.15896,0
Kepler-1001 c,1.57799279,3.11,4.35,804,0.08296,0,5376,0.93,0.836475,-0.27856,0
HD 25463 c,1.36354953,4.3,9.09,1585.57,0.0443,0,6353,1.251,1.4182,0.47276,0
Kepler-356 b,1.57,3.09,4.39,1294,0.057,0,6133,1.163,1.335,0.46128,0
HD 134606 f,2.24,5.63,2.75,,0.1784,0.081,5576,1.046,1.158,0.06483,0
OGLE-2005-BLG-169L b,3.84,14.1,1.37,,3.5,,,0.69,,,0
Kepler-285 c,1.12,1.46,5.71,851,0.064,0,5411,0.915,0.808,-0.27923,0
K2-37 b,1.61,3.22,4.24,974,0.0511,,5413,0.9,0.85,-0.40798,0
Kepler-1834 c,1.22,1.98,5.99,1541,0.015,0,4821,0.765,0.788,-0.57662,0
Kepler-487 b,11.42,,,662,0.11819,0,5444,0.91,0.88,-0.17269,0
HD 208487 b,14.2,165.265,0.317,,0.524,0.24,6067,1.13,1.198429,0.24382,0
OGLE-2017-BLG-1434L b,1.94,4.43,3.33,,1.18,,,0.234,,,0
Kepler-1821 b,2.59248115,7.24,2.28,644,0.1244,0,5475,0.946,0.884,-0.12374,0
Kepler-1090 c,3.29265785,10.9,1.68,496,0.22622,0,5330,0.869,1.013,-0.14595,0
Kepler-263 c,2.47,6.66,2.43,386,0.242,0,5265,0.793,0.785,-0.45614,0
HD 10180 g,4.91,21.4,0.993,,1.427,0.263,5911,1.06,1.109,0.17319,0
Kepler-461 b,2.58,7.18,2.3,886,0.07895,0,5634,0.98,0.91,0.24622,0
TOI-4600 c,9.42,2946.269333,,191,1.152,0.21,5170,0.89,0.81,-0.37675,0
HD 66141 b,12.8,1906.9,5,,1.2,0.07,4323,1.1,21.4,2.24,0
Kepler-1143 b,1.67,3.43,4.05,976,0.0371,0,5053,0.81,0.77,-0.62275,0
TOI-663 c,2.26,3.65,1.73,553,0.0437,,3681,0.514,0.512,-1.37033,0
TOI-270 b,1.206,1.58,4.97,581,0.03197,0.034,3506,0.386,0.378,-1.7122,0
TOI-674 b,5.25,23.6,0.91,635,0.025,0,3514,0.42,0.42,-1.61439,0
Kepler-1716 b,2.4247685,6.46,2.49,408,0.18836,0,4894,0.753,0.684,-0.62363,0
Kepler-250 b,1.13,1.51,5.75,938,0.048,0,5160,0.806,0.805,-0.45709,0
TOI-2015 c,2.93,8.91,1.95,448,0.041232,0.00033,3297,0.3041,0.3273,-1.49214,0
Kepler-476 b,3.08,9.69,1.82,807,0.1126,0,5837,1.03,1.09,0.0949,0
Kepler-1434 b,1.11,1.41,5.67,1320,0.0917,0,6291,1.47,2.04,0.86244,0
HD 158259 e,2.34,6.08,2.61,,,,5801.89,1.08,1.21,0.21233,0
Kepler-1240 b,1.15,1.6,5.78,1121,0.05791,0,5682,0.98,0.96,0.22254,0
GJ 357 c,1.66,3.4,4.08,401.2,0.061,,3505,0.342,0.337,-1.79833,0
CoRoT-7 c,2.83,8.4,2.04,,0.046,0,5256,0.899,0.864273,-0.28938,0
Kepler-593 b,2.87,8.6,2,706,0.1508,0,5967,1.08,1.1,0.07929,0
K2-164 b,3.24925008,10.6,1.7,,,,5791,1.180894,2.196069,0.59002,0
Kepler-1186 b,2.23,5.6,2.77,724,0.1281,0,5635,0.95,0.93,0.06369,0
Kepler-27 d,2.7061946,7.78,2.16,810,0.06578,0,5251,0.926,0.817,-0.32941,0
HIP 71135 b,4.55,18.8,1.1,,0.335,0.21,4146,0.66,0.681296,-0.908,0
HR 858 d,2.001,7.1,4.9,1061,0.1046,0,6354,1.204,1.258,0.36361,0
USco1621 b,12.2,5085.28,15.4,2270,2880,,3460,0.36,0.710071,-1.02,0
TOI-5388.01,1.89426,4.25,3.44,601.35,0.024335855,,3495,0.28572,0.31,-1.88047,0
Kepler-1847 b,2.74516914,7.97,2.12,843,0.0989,0,6122,1.041,0.964,0.09941,0
Kepler-1782 b,2.22927435,5.6,2.78,773,0.05825,0,4931,0.794,0.734,-0.55623,0
CoRoT-24 b,3.7,5.7,0.9,1070,0.056,0,4950,0.91,0.86,-0.60148,0
Kepler-1589 b,1.09,1.32,5.6,2102,0.0205,0,6166,1.18,1.25,0.32934,0
Kepler-495 b,5.23,23.8,0.914,1200,0.0427,0,5346,0.86,0.83,-0.2375,0
TOI-5704 b,3.2274,10.5,1.72,949.07,,,4590,0.73,0.7575,-0.63927,0
Kepler-991 b,2.54,6.99,2.34,260,0.3104,0,4392,0.64,0.61,-0.83074,0
TOI-128.01,2.21898,5.56,2.8,1344.51,0.05381019,,6086,0.851969,1.13,0.18874,0
Kepler-1774 b,3.18179549,10.2,1.74,522,0.29496,0,6214,1.101,1.122,0.19049,0
Kepler-1783 b,1.31946731,2.3,5.5,1088,0.07595,0,5129,0.887,1.781,-0.45102,0
Kepler-1806 b,2.35560189,6.15,2.59,729,0.0813,0,5311,0.884,0.788,-0.43504,0
Kepler-160 b,1.715,3.59,3.91,1134,0.05511,0,5471,1.003,1.118,0.00432,0
K2-52 b,18,,,2004,0.054,,7147,1.691,2.192,0.02701,0
HD 189733 b,12.66617,359.1479,0.943,1209,0.03126,0,5052,0.79,0.75,-0.46119,0
